Book Name,Author,Cover Image Path,Genre,Abstract
Murder on the Links: A Hercule Poirot Mystery,"
Agatha Christie",images/Mystery_Murder on the Links: A Hercule Poirot Myst.jpg,Mystery,"Belgian detective Hercule Poirot is summoned to France after receiving a distressing letter with a urgent cry for help. Upon his arrival in Merlinville-sur-Mer, the investigator finds the man who penned the letter, the South American millionaire Monsieur Renauld, stabbed to death and his body flung into a freshly dug open grave on the golf course adjoining the property. Meanwhile the millionaire's wife is found bound and gagged in her room. Apparently, it seems that Renauld and his wife were victims of a failed break-in, resulting in Renauld's kidnapping and death.

There's no lack of suspects: his wife, whose dagger served as the weapon; his embittered son, who would have killed for independence; and his mistress, who refused to be ignored - and each felt deserving of the dead man's fortune. The police think they've found the cumprit. But Poirot has his doubts. Why is the dead man wearing an overcoat that is too big for him? And who was the impassioned love-letter in the pocket for? Before Poirot can answer these questions, the case is turned upside down by the discovery of a second, identically murdered corpse..."
Sparkling Cyanide: Agatha Christie Audio Mystery Series (Agatha Christie Audio Mystery),"
Agatha Christie",images/Mystery_Sparkling Cyanide: Agatha Christie Audio M.jpg,Mystery,"Six people sit down to a sumptuous meal at a table laid for seven. A sprig of rosemary -- 'rosemary for remembrance' -- marks the empty place. It is the first anniversary of the horrific death by cyanide-laced champagne of the beautiful and troublesome Rosemary Barton. The assembled guests are the same participants at the meal a year prior, and Rosemary's widower, George Barton, is determined to prove that one of them is a murderer. But George's dinner party, and his plans for justice, will go terribly awry, as another death will come to haunt this date.  Colonel Race of the British Secret Service, friend of Hercule Poirot (and a featured player in Cards on the Table and Death on the Nile), is on the scene to investigate."
The Man in the Brown Suit (Mystery Masters),"
Agatha Christie",images/Mystery_The Man in the Brown Suit (Mystery Masters.jpg,Mystery,"Newly-orphaned Anne Beddingfeld is a nice English girl looking for a bit of adventure in London. But she stumbles upon more than she bargained for! Anne is on the platform at Hyde Park Corner tube station when a man falls onto the live track, dying instantly. A doctor examines the man, pronounces him dead, and leaves, dropping a note on his way. Anne picks up the note, which reads ""17.1 22 Kilmorden Castle"". The next day the newspapers report that a beautiful ballet dancer has been found dead there-- brutally strangled. A fabulous fortune in diamonds has vanished. And now, aboard the luxury liner Kilmorden Castle, mysterious strangers pillage her cabin and try to strangle her. What are they looking for? Why should they want her dead? Lovely Anne is the last person on earth suited to solve this mystery... and the only one who can! Anne's journey to unravel the mystery takes her as far afield as Africa and the tension mounts with every step... and Anne finds herself struggling to unmask a faceless killer known only as 'The Colonel'...."
And Then There Were None (Mystery Masters),"
Agatha Christie",images/Mystery_And Then There Were None (Mystery Masters).jpg,Mystery,"And Then There Were None is a mystery novel by the English writer Agatha Christie, described by her as the most difficult of her books to write. It was first published in the United Kingdom by the Collins Crime Club on 6 November 1939, as Ten Little Niggers, after the children's counting rhyme and minstrel song, which serves as a major element of the plot. A US edition was released in January 1940 with the title And Then There Were None, which is taken from the last five words of the song. All successive American reprints and adaptations use that title, except for the Pocket Books paperbacks published between 1964 and 1986, which appeared under the title Ten Little Indians. UK editions continued to use the original title until the current definitive title appeared with a reprint of the 1963 Fontana Paperback in 1985.

In 1990 Crime Writers' Association ranked And Then There Were None 19th in their The Top 100 Crime Novels of All Time list. In 1995 in a similar list Mystery Writers of America ranked the novel 10th. In September 2015, to mark her 125th birthday, And Then There Were None was named the ""World's Favourite Christie"" in a vote sponsored by the author's estate. In the ""Binge!"" article of Entertainment Weekly Issue #1343-44 (26 December 2014–3 January 2015), the writers picked And Then There Were None as an ""EW favorite"" on the list of the ""Nine Great Christie Novels"".

Also contained in:"
"One, Two, Buckle My Shoe: A Hercule Poirot Mystery","
Agatha Christie","images/Mystery_One, Two, Buckle My Shoe: A Hercule Poirot.jpg",Mystery,"The dentist was found with a blackened hole below his right temple. A pistol lay on the floor near his outflung right hand. Later, one of his patients was found dead from a lethal dose of local anaesthetic. A clear case of murder and suicide. But why would a dentist commit a crime in the middle of a busy day of appointments? A shoe buckle holds the key to the mystery. Now – in the words of the rhyme – can Poirot pick up the sticks and lay them straight?"
Dumb witness: a Hercule Poirot mystery,"
Agatha Christie",images/Mystery_Dumb witness: a Hercule Poirot mystery.jpg,Mystery,"Everyone blamed Emily Arundell{u2019}s accident on a rubber ball left on the stairs by her frisky terrier. But the more she thought about her fall, the more convinced she became that one of her relatives was trying to kill her. On April 17th she wrote her suspicions in a letter to Hercule Poirot. Mysteriously, he didn{u2019}t receive the letter until June 28th by which time Emily was already dead."
The  big sleep,"
Raymond Chandler",images/Mystery_The  big sleep.jpg,Mystery,"Philip Marlowe, a private eye who operates in Los Angeles's seamy underside during the 1930s, takes on his first case, which involves a paralyzed California millionaire, two psychotic daughters, blackmail, and murder"
The Valley of Fear: a Sherlock Holmes Mystery,"
Arthur Conan Doyle",images/Mystery_The Valley of Fear: a Sherlock Holmes Myst.jpg,Mystery,"Even Sherlock Holmes, well-accustomed to the bizarre, finds the elements of this case unusual; the scene of the crime, a moated English country house; the wapon, a very American sawed-off shotgun; the bereaved, strangely dry-eyed; and the solution, backward in time and deep in a VALLEY OF FEAR..."
Dracula: A Mystery Story,"
Bram Stoker",images/Mystery_Dracula: A Mystery Story.jpg,Mystery,"Sink your teeth into the ageless tale of the famous vampire Count Dracula.

Dracula first horrified readers over 125 years ago. Today, this original gothic masterpiece includes a detailed exploration into the 1897 classic vampire novel and its author, Bram Stoker.

In this bonus introduction,

Learn about Stoker’s early life, his colorful career, and the famous friends he made leading up to the creation of his magnum opus, Dracula.Tune into the speculative theories of Stoker’s personal life and his deeply repressed homosexual tendencies.Delve deep into the folklore and mysticism that inspired Dracula, the masterful work itself, and the lasting impact it continues to have on pop culture.This annotated introduction accompanying this classic novel is essential for all fans of Bram Stoker’s Dracula. I welcome you, the reader, as Count Dracula beckoned Jonathan Harker:

“Welcome to my house. Enter freely and at your own free will.”"
Twenty thousand leagues under the sea: The mysterious island ; Journey to the center of the earth,"
Jules Verne

, 
Serge Micheli

, and 
Francois Riviere",images/Mystery_Twenty thousand leagues under the sea: The.jpg,Mystery,"A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century."
Mrs. McGinty's dead: a Hercule Poirot murder mystery,"
Agatha Christie",images/Mystery_Mrs. McGinty's dead: a Hercule Poirot murd.jpg,Mystery,"Poirot, disillusioned by the ""senseless cruel brutality"" of modern crime, pays no attention to the sad case of Mrs McGinty, an old woman apparently struck dead by her lodger for thirty pounds that she kept under a floorboard. When, however, he is asked by the investigating officer to take another look at the case to stop an innocent man going to the gallows, he realises that things may not be as simple as they first appear to be."
